2026-09-17 22:57:39,435 | INFO | __main__ | Loaded raw dataset from /Users/misatoniwa/Downloads/smart-city-traffic-capstone/data/raw/Metro_Interstate_Traffic_Volume.csv with 48204 rows and 9 columns
2026-09-17 23:00:31,888 | INFO | __main__ | Visualisation workflow invoked with arguments: {'input': PosixPath('/Users/misatoniwa/Downloads/smart-city-traffic-capstone/part2_python/data/processed/traffic_features.csv'), 'output_dir': PosixPath('/Users/misatoniwa/Downloads/smart-city-traffic-capstone/part2_python/figures'), 'interpretations': PosixPath('/Users/misatoniwa/Downloads/smart-city-traffic-capstone/part2_python/visualisation_interpretations.txt'), 'log': PosixPath('/Users/misatoniwa/Downloads/smart-city-traffic-capstone/part2_python/pipeline.log'), 'debug': False}
2026-09-17 23:00:31,977 | INFO | __main__ | Loaded feature dataset from /Users/misatoniwa/Downloads/smart-city-traffic-capstone/part2_python/data/processed/traffic_features.csv with 48187 rows and 34 columns
2026-09-17 23:00:32,122 | INFO | __main__ | Saved visualisation to /Users/misatoniwa/Downloads/smart-city-traffic-capstone/part2_python/figures/hourly_traffic_weekday_weekend.png
2026-09-17 23:00:32,218 | INFO | __main__ | Saved visualisation to /Users/misatoniwa/Downloads/smart-city-traffic-capstone/part2_python/figures/traffic_volume_distribution.png
2026-09-17 23:00:32,341 | INFO | __main__ | Saved visualisation to /Users/misatoniwa/Downloads/smart-city-traffic-capstone/part2_python/figures/average_traffic_by_weather.png
2026-09-17 23:00:32,342 | INFO | __main__ | Saved visualisation interpretations to /Users/misatoniwa/Downloads/smart-city-traffic-capstone/part2_python/visualisation_interpretations.txt
2026-09-17 23:00:32,343 | INFO | __main__ | Visualisation workflow completed successfully
2026-09-18 01:24:35,046 | INFO | __main__ | Traffic analysis application started
2026-09-18 01:24:35,153 | INFO | __main__ | Loaded traffic application dataset with 48187 rows and 34 columns
2026-09-18 01:28:38,303 | INFO | __main__ | Menu command selected: 1
2026-09-18 01:28:45,475 | INFO | __main__ | Date lookup requested with date=2017-01-03
2026-09-18 01:28:45,515 | INFO | __main__ | Date lookup completed for 2017-01-03 with 31 matching records
2026-09-18 01:29:19,955 | INFO | __main__ | Menu command selected: 2
2026-09-18 01:29:24,478 | INFO | __main__ | Busiest-period query requested with count=5
2026-09-18 01:29:24,489 | INFO | __main__ | Busiest-period query completed with 5 results
2026-09-18 01:29:35,603 | INFO | __main__ | Menu command selected: 3
2026-09-18 01:29:35,604 | INFO | __main__ | Weekday and weekend comparison requested
2026-09-18 01:29:35,636 | INFO | __main__ | Weekday and weekend comparison completed; average difference=962
2026-09-18 01:29:55,457 | INFO | __main__ | Menu command selected: 4
2026-09-18 01:29:55,459 | INFO | __main__ | Lower-traffic travel-hour query requested
2026-09-18 01:29:55,476 | INFO | __main__ | Lower-traffic travel-hour query completed with 6 recommendations
2026-09-18 01:30:32,339 | INFO | __main__ | Menu command selected: 9
2026-09-18 01:30:32,341 | ERROR | __main__ | Invalid menu selection: 9
2026-09-18 02:02:18,989 | INFO | __main__ | Menu command selected: 
2026-09-18 02:02:18,990 | ERROR | __main__ | Invalid menu selection: 
2026-09-18 02:03:33,591 | INFO | __main__ | Menu command selected: 5
2026-09-18 02:03:33,591 | INFO | __main__ | User selected Exit
2026-09-18 02:03:33,591 | INFO | __main__ | Traffic analysis application closed successfully
2026-09-18 02:03:44,412 | INFO | __main__ | Feature engineering invoked with arguments: {'input': PosixPath('/Users/misatoniwa/Downloads/smart-city-traffic-capstone/part2_python/data/processed/traffic_cleaned.csv'), 'output': PosixPath('/Users/misatoniwa/Downloads/smart-city-traffic-capstone/part2_python/data/processed/traffic_features.csv'), 'log': PosixPath('/Users/misatoniwa/Downloads/smart-city-traffic-capstone/part2_python/pipeline.log'), 'debug': False}
2026-09-18 02:03:44,442 | INFO | __main__ | Loaded cleaned dataset from /Users/misatoniwa/Downloads/smart-city-traffic-capstone/part2_python/data/processed/traffic_cleaned.csv with 48187 rows and 9 columns
2026-09-18 02:03:44,442 | INFO | __main__ | Feature engineering schema validation passed
2026-09-18 02:03:44,456 | INFO | __main__ | Added time and cyclical features; dataset shape is (48187, 17)
2026-09-18 02:03:44,461 | INFO | __main__ | Added holiday, precipitation and peak-hour indicators; dataset shape is (48187, 21)
2026-09-18 02:03:44,468 | INFO | __main__ | Added congestion quartile category; dataset shape is (48187, 22)
2026-09-18 02:03:44,482 | INFO | __main__ | Standardised temp and traffic_volume; dataset shape is (48187, 24)
2026-09-18 02:03:44,486 | INFO | __main__ | One-hot encoded weather_main into 11 columns; dataset shape is (48187, 34)
2026-09-18 02:03:44,859 | INFO | __main__ | Saved feature dataset to /Users/misatoniwa/Downloads/smart-city-traffic-capstone/part2_python/data/processed/traffic_features.csv with 48187 rows and 34 columns
2026-09-18 02:03:44,860 | INFO | __main__ | Feature engineering completed successfully
2026-09-18 02:05:44,855 | INFO | __main__ | Visualisation workflow invoked with arguments: {'input': PosixPath('/Users/misatoniwa/Downloads/smart-city-traffic-capstone/part2_python/data/processed/traffic_features.csv'), 'output_dir': PosixPath('/Users/misatoniwa/Downloads/smart-city-traffic-capstone/part2_python/figures'), 'interpretations': PosixPath('/Users/misatoniwa/Downloads/smart-city-traffic-capstone/part2_python/visualisation_interpretations.txt'), 'log': PosixPath('/Users/misatoniwa/Downloads/smart-city-traffic-capstone/part2_python/pipeline.log'), 'debug': False}
2026-09-18 02:05:44,944 | INFO | __main__ | Loaded feature dataset from /Users/misatoniwa/Downloads/smart-city-traffic-capstone/part2_python/data/processed/traffic_features.csv with 48187 rows and 34 columns
2026-09-18 02:05:45,085 | INFO | __main__ | Saved visualisation to /Users/misatoniwa/Downloads/smart-city-traffic-capstone/part2_python/figures/hourly_traffic_weekday_weekend.png
2026-09-18 02:05:45,177 | INFO | __main__ | Saved visualisation to /Users/misatoniwa/Downloads/smart-city-traffic-capstone/part2_python/figures/traffic_volume_distribution.png
2026-09-18 02:05:45,297 | INFO | __main__ | Saved visualisation to /Users/misatoniwa/Downloads/smart-city-traffic-capstone/part2_python/figures/average_traffic_by_weather.png
2026-09-18 02:05:45,297 | INFO | __main__ | Saved visualisation interpretations to /Users/misatoniwa/Downloads/smart-city-traffic-capstone/part2_python/visualisation_interpretations.txt
2026-09-18 02:05:45,298 | INFO | __main__ | Visualisation workflow completed successfully
2026-09-18 02:14:53,155 | INFO | __main__ | Traffic analysis application started
2026-09-18 02:14:53,262 | INFO | __main__ | Loaded traffic application dataset with 48187 rows and 34 columns
2026-09-18 02:14:55,704 | INFO | __main__ | Menu command selected: 2
2026-09-18 02:14:58,072 | INFO | __main__ | Busiest-period query requested with count=5
2026-09-18 02:14:58,086 | INFO | __main__ | Busiest-period query completed with 5 results
2026-09-18 02:15:07,402 | INFO | __main__ | Menu command selected: 5
2026-09-18 02:15:07,404 | INFO | __main__ | User selected Exit
2026-09-18 02:15:07,404 | INFO | __main__ | Traffic analysis application closed successfully
2026-09-24 01:10:02,590 | INFO | __main__ | Feature engineering invoked with arguments: {'input': PosixPath('/Users/misatoniwa/Downloads/smart-city-traffic-capstone/part2_python/data/processed/traffic_cleaned.csv'), 'output': PosixPath('/Users/misatoniwa/Downloads/smart-city-traffic-capstone/part2_python/data/processed/traffic_features.csv'), 'log': PosixPath('/Users/misatoniwa/Downloads/smart-city-traffic-capstone/part2_python/pipeline.log'), 'debug': False}
2026-09-24 01:10:02,628 | INFO | __main__ | Loaded cleaned dataset from /Users/misatoniwa/Downloads/smart-city-traffic-capstone/part2_python/data/processed/traffic_cleaned.csv with 48187 rows and 9 columns
2026-09-24 01:10:02,628 | INFO | __main__ | Feature engineering schema validation passed
2026-09-24 01:10:02,642 | INFO | __main__ | Added time and cyclical features; dataset shape is (48187, 17)
2026-09-24 01:10:02,648 | INFO | __main__ | Added holiday, precipitation and peak-hour indicators; dataset shape is (48187, 21)
2026-09-24 01:10:02,654 | INFO | __main__ | Added congestion quartile category; dataset shape is (48187, 22)
2026-09-24 01:10:02,668 | INFO | __main__ | Standardised temp and traffic_volume; dataset shape is (48187, 24)
2026-09-24 01:10:02,673 | INFO | __main__ | One-hot encoded weather_main into 11 columns; dataset shape is (48187, 34)
2026-09-24 01:10:03,038 | INFO | __main__ | Saved feature dataset to /Users/misatoniwa/Downloads/smart-city-traffic-capstone/part2_python/data/processed/traffic_features.csv with 48187 rows and 34 columns
2026-09-24 01:10:03,039 | INFO | __main__ | Feature engineering completed successfully
2026-09-24 01:10:22,992 | INFO | __main__ | Traffic analysis application started
2026-09-24 01:10:23,092 | INFO | __main__ | Loaded traffic application dataset with 48187 rows and 34 columns
2026-09-24 01:10:31,263 | INFO | __main__ | Menu command selected: 2
2026-09-24 01:10:35,305 | INFO | __main__ | Busiest-period query requested with count=3
2026-09-24 01:10:35,323 | INFO | __main__ | Busiest-period query completed with 3 results
2026-09-24 01:10:43,084 | INFO | __main__ | Menu command selected: 5
2026-09-24 01:10:43,085 | INFO | __main__ | User selected Exit
2026-09-24 01:10:43,085 | INFO | __main__ | Traffic analysis application closed successfully
2026-09-24 01:10:56,943 | INFO | __main__ | Visualisation workflow invoked with arguments: {'input': PosixPath('/Users/misatoniwa/Downloads/smart-city-traffic-capstone/part2_python/data/processed/traffic_features.csv'), 'output_dir': PosixPath('/Users/misatoniwa/Downloads/smart-city-traffic-capstone/part2_python/figures'), 'interpretations': PosixPath('/Users/misatoniwa/Downloads/smart-city-traffic-capstone/part2_python/visualisation_interpretations.txt'), 'log': PosixPath('/Users/misatoniwa/Downloads/smart-city-traffic-capstone/part2_python/pipeline.log'), 'debug': False}
2026-09-24 01:10:57,033 | INFO | __main__ | Loaded feature dataset from /Users/misatoniwa/Downloads/smart-city-traffic-capstone/part2_python/data/processed/traffic_features.csv with 48187 rows and 34 columns
2026-09-24 01:10:57,187 | INFO | __main__ | Saved visualisation to /Users/misatoniwa/Downloads/smart-city-traffic-capstone/part2_python/figures/hourly_traffic_weekday_weekend.png
2026-09-24 01:10:57,281 | INFO | __main__ | Saved visualisation to /Users/misatoniwa/Downloads/smart-city-traffic-capstone/part2_python/figures/traffic_volume_distribution.png
2026-09-24 01:10:57,404 | INFO | __main__ | Saved visualisation to /Users/misatoniwa/Downloads/smart-city-traffic-capstone/part2_python/figures/average_traffic_by_weather.png
2026-09-24 01:10:57,405 | INFO | __main__ | Saved visualisation interpretations to /Users/misatoniwa/Downloads/smart-city-traffic-capstone/part2_python/visualisation_interpretations.txt
2026-09-24 01:10:57,406 | INFO | __main__ | Visualisation workflow completed successfully
