holiday,temp,rain_1h,snow_1h,clouds_all,weather_description,date_time,traffic_volume,hour,day_of_week,month,is_weekend,hour_sin,hour_cos,month_sin,month_cos,is_holiday,is_rainy,is_snowy,is_peak_hour,congestion_quartile,temp_scaled,traffic_volume_scaled,weather_main_Clear,weather_main_Clouds,weather_main_Drizzle,weather_main_Fog,weather_main_Haze,weather_main_Mist,weather_main_Rain,weather_main_Smoke,weather_main_Snow,weather_main_Squall,weather_main_Thunderstorm
No Holiday,288.61,0.0,0.0,1,sky is clear,2012-10-02 21:00:00,2361,21,1,10,0,-0.7071067811865477,0.7071067811865474,-1.0,-1.8369701987210297e-16,0,0,0,0,Medium,0.5782503223357051,-0.45226374023896804,1,0,0,0,0,0,0,0,0,0,0
No Holiday,287.16,0.0,0.0,1,sky is clear,2012-10-02 22:00:00,1529,22,1,10,0,-0.5000000000000004,0.8660254037844384,-1.0,-1.8369701987210297e-16,0,0,0,0,Medium,0.46416862919643864,-0.8709993720298027,1,0,0,0,0,0,0,0,0,0,0
No Holiday,285.45,0.0,0.0,1,sky is clear,2012-10-02 23:00:00,963,23,1,10,0,-0.25881904510252157,0.9659258262890681,-1.0,-1.8369701987210297e-16,0,0,0,0,Low,0.32963090832185155,-1.1558603907721254,1,0,0,0,0,0,0,0,0,0,0
No Holiday,284.63,0.0,0.0,1,sky is clear,2012-10-03 00:00:00,506,0,2,10,0,0.0,1.0,-1.0,-1.8369701987210297e-16,0,0,0,0,Low,0.2651157439258526,-1.3858630154456968,1,0,0,0,0,0,0,0,0,0,0
No Holiday,283.47,0.0,0.0,1,sky is clear,2012-10-03 01:00:00,321,1,2,10,0,0.25881904510252074,0.9659258262890683,-1.0,-1.8369701987210297e-16,0,0,0,0,Low,0.17385038941444123,-1.47897129895688,1,0,0,0,0,0,0,0,0,0,0
No Holiday,281.18,0.0,0.0,1,sky is clear,2012-10-03 02:00:00,273,2,2,10,0,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16,0,0,0,0,Low,-0.006320008715851568,-1.5031291238678897,1,0,0,0,0,0,0,0,0,0,0
No Holiday,281.09,0.0,0.0,1,sky is clear,2012-10-03 03:00:00,367,3,2,10,0,0.7071067811865475,0.7071067811865476,-1.0,-1.8369701987210297e-16,0,0,0,0,Low,-0.01340094139346377,-1.455820050083829,1,0,0,0,0,0,0,0,0,0,0
No Holiday,279.53,0.0,0.0,1,sky is clear,2012-10-03 04:00:00,814,4,2,10,0,0.8660254037844386,0.5000000000000001,-1.0,-1.8369701987210297e-16,0,0,0,0,Low,-0.13613710780536536,-1.2308503056000513,1,0,0,0,0,0,0,0,0,0,0
No Holiday,278.62,0.0,0.0,1,sky is clear,2012-10-03 05:00:00,2718,5,2,10,0,0.9659258262890683,0.25881904510252074,-1.0,-1.8369701987210297e-16,0,0,0,0,Medium,-0.207733204878972,-0.27258991746333344,1,0,0,0,0,0,0,0,0,0,0
No Holiday,278.23,0.0,0.0,1,sky is clear,2012-10-03 06:00:00,5673,6,2,10,0,1.0,6.123233995736766e-17,-1.0,-1.8369701987210297e-16,0,0,0,0,Severe,-0.23841724648194632,1.2146261786207009,1,0,0,0,0,0,0,0,0,0,0
No Holiday,278.12,0.0,0.0,1,sky is clear,2012-10-03 08:00:00,6511,8,2,10,0,0.8660254037844387,-0.49999999999999983,-1.0,-1.8369701987210297e-16,0,0,0,1,Severe,-0.24707171975458145,1.6363815385254117,1,0,0,0,0,0,0,0,0,0,0
No Holiday,282.48,0.0,0.0,1,sky is clear,2012-10-03 09:00:00,5471,9,2,10,0,0.7071067811865476,-0.7071067811865475,-1.0,-1.8369701987210297e-16,0,0,0,1,Severe,0.09596012996073384,1.1129619987868684,1,0,0,0,0,0,0,0,0,0,0
No Holiday,291.97,0.0,0.0,1,sky is clear,2012-10-03 12:00:00,5097,12,2,10,0,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16,0,0,0,0,Severe,0.8426051422998015,0.9247322796885845,1,0,0,0,0,0,0,0,0,0,0
No Holiday,293.23,0.0,0.0,1,sky is clear,2012-10-03 13:00:00,4887,13,2,10,0,-0.2588190451025208,-0.9659258262890683,-1.0,-1.8369701987210297e-16,0,0,0,0,High,0.9417381997863365,0.819041795702917,1,0,0,0,0,0,0,0,0,0,0
No Holiday,294.31,0.0,0.0,1,sky is clear,2012-10-03 14:00:00,5337,14,2,10,0,-0.4999999999999998,-0.8660254037844388,-1.0,-1.8369701987210297e-16,0,0,0,0,Severe,1.0267093919176518,1.045521404243633,1,0,0,0,0,0,0,0,0,0,0
No Holiday,295.17,0.0,0.0,1,sky is clear,2012-10-03 15:00:00,5692,15,2,10,0,-0.7071067811865471,-0.7071067811865479,-1.0,-1.8369701987210297e-16,0,0,0,1,Severe,1.094371637503701,1.224188650981309,1,0,0,0,0,0,0,0,0,0,0
No Holiday,295.13,0.0,0.0,1,sky is clear,2012-10-03 16:00:00,6137,16,2,10,0,-0.8660254037844384,-0.5000000000000004,-1.0,-1.8369701987210297e-16,0,0,0,1,Severe,1.0912245563136507,1.448151819427128,1,0,0,0,0,0,0,0,0,0,0
No Holiday,293.66,0.0,0.0,20,few clouds,2012-10-03 18:00:00,4623,18,2,10,0,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,0,0,0,1,High,0.9755693225793612,0.6861737586923637,0,1,0,0,0,0,0,0,0,0,0
No Holiday,290.65,0.0,0.0,20,few clouds,2012-10-03 19:00:00,3591,19,2,10,0,-0.9659258262890684,0.2588190451025203,-1.0,-1.8369701987210297e-16,0,0,0,0,High,0.7387514630281887,0.16678052310565533,0,1,0,0,0,0,0,0,0,0,0
No Holiday,288.19,0.0,0.0,20,few clouds,2012-10-03 20:00:00,2898,20,2,10,0,-0.8660254037844386,0.5000000000000001,-1.0,-1.8369701987210297e-16,0,0,0,0,Medium,0.5452059698401919,-0.1819980740470471,0,1,0,0,0,0,0,0,0,0,0
No Holiday,287.1,0.0,0.0,1,sky is clear,2012-10-03 21:00:00,2637,21,2,10,0,-0.7071067811865477,0.7071067811865474,-1.0,-1.8369701987210297e-16,0,0,0,0,Medium,0.4594480074113653,-0.31335624700066234,1,0,0,0,0,0,0,0,0,0,0
No Holiday,286.25,0.0,0.0,1,sky is clear,2012-10-03 22:00:00,1777,22,2,10,0,-0.5000000000000004,0.8660254037844384,-1.0,-1.8369701987210297e-16,0,0,0,0,Medium,0.3925725321228275,-0.7461839433229194,1,0,0,0,0,0,0,0,0,0,0
No Holiday,285.26,0.0,0.0,1,sky is clear,2012-10-03 23:00:00,1015,23,2,10,0,-0.25881904510252157,0.9659258262890681,-1.0,-1.8369701987210297e-16,0,0,0,0,Low,0.31468227266912013,-1.1296894137851983,1,0,0,0,0,0,0,0,0,0,0
No Holiday,284.55,0.0,0.0,1,sky is clear,2012-10-04 00:00:00,598,0,3,10,0,0.0,1.0,-1.0,-1.8369701987210297e-16,0,0,0,0,Low,0.25882158154575635,-1.3395605176995948,1,0,0,0,0,0,0,0,0,0,0
No Holiday,283.47,0.0,0.0,1,sky is clear,2012-10-04 01:00:00,369,1,3,10,0,0.25881904510252074,0.9659258262890683,-1.0,-1.8369701987210297e-16,0,0,0,0,Low,0.17385038941444123,-1.4548134740458702,1,0,0,0,0,0,0,0,0,0,0
No Holiday,283.17,0.0,0.0,1,sky is clear,2012-10-04 02:00:00,312,2,3,10,0,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16,0,0,0,0,Low,0.15024728048907468,-1.4835008911276943,1,0,0,0,0,0,0,0,0,0,0
No Holiday,282.04,0.0,0.0,1,sky is clear,2012-10-04 03:00:00,367,3,3,10,0,0.7071067811865475,0.7071067811865476,-1.0,-1.8369701987210297e-16,0,0,0,0,Low,0.06134223687019772,-1.455820050083829,1,0,0,0,0,0,0,0,0,0,0
No Holiday,281.69,0.0,0.0,1,sky is clear,2012-10-04 04:00:00,835,4,3,10,0,0.8660254037844386,0.5000000000000001,-1.0,-1.8369701987210297e-16,0,0,0,0,Low,0.033805276457269336,-1.2202812572014845,1,0,0,0,0,0,0,0,0,0,0
No Holiday,281.32,0.0,0.0,1,sky is clear,2012-10-04 05:00:00,2726,5,3,10,0,0.9659258262890683,0.25881904510252074,-1.0,-1.8369701987210297e-16,0,0,0,0,Medium,0.004694775449317999,-0.26856361331149853,1,0,0,0,0,0,0,0,0,0,0
No Holiday,280.74,0.0,0.0,1,sky is clear,2012-10-04 06:00:00,5689,6,3,10,0,1.0,6.123233995736766e-17,-1.0,-1.8369701987210297e-16,0,0,0,0,Severe,-0.040937901806387685,1.2226787869243707,1,0,0,0,0,0,0,0,0,0,0
No Holiday,280.57,0.0,0.0,1,sky is clear,2012-10-04 07:00:00,6990,7,3,10,0,0.9659258262890683,-0.25881904510252063,-1.0,-1.8369701987210297e-16,0,0,0,1,Severe,-0.054312996864096144,1.8774564996165293,1,0,0,0,0,0,0,0,0,0,0
No Holiday,281.86,0.0,0.0,1,sky is clear,2012-10-04 08:00:00,5985,8,3,10,0,0.8660254037844387,-0.49999999999999983,-1.0,-1.8369701987210297e-16,0,0,0,1,Severe,0.04718037151497779,1.3716520405422639,1,0,0,0,0,0,0,0,0,0,0
No Holiday,284.98,0.0,0.0,1,sky is clear,2012-10-04 09:00:00,5309,9,3,10,0,0.7071067811865476,-0.7071067811865475,-1.0,-1.8369701987210297e-16,0,0,0,1,Severe,0.292652704338781,1.0314293397122105,1,0,0,0,0,0,0,0,0,0,0
No Holiday,289.18,0.0,0.0,1,sky is clear,2012-10-04 10:00:00,4603,10,3,10,0,0.49999999999999994,-0.8660254037844387,-1.0,-1.8369701987210297e-16,0,0,0,0,High,0.6230962292938993,0.6761079983127763,1,0,0,0,0,0,0,0,0,0,0
No Holiday,291.55,0.0,0.0,1,sky is clear,2012-10-04 11:00:00,4884,11,3,10,0,0.258819045102521,-0.9659258262890682,-1.0,-1.8369701987210297e-16,0,0,0,0,High,0.8095607898042884,0.8175319316459789,1,0,0,0,0,0,0,0,0,0,0
No Holiday,294.97,0.0,0.0,1,sky is clear,2012-10-04 12:00:00,5104,12,3,10,0,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16,0,0,0,0,Severe,1.0786362315534581,0.9282552958214401,1,0,0,0,0,0,0,0,0,0,0
No Holiday,296.38,0.0,0.0,1,sky is clear,2012-10-04 13:00:00,5178,13,3,10,0,-0.2588190451025208,-0.9659258262890683,-1.0,-1.8369701987210297e-16,0,0,0,0,Severe,1.1895708435026742,0.9654986092259134,1,0,0,0,0,0,0,0,0,0,0
No Holiday,297.32,0.0,0.0,1,sky is clear,2012-10-04 14:00:00,5501,14,3,10,0,-0.4999999999999998,-0.8660254037844388,-1.0,-1.8369701987210297e-16,0,0,0,0,Severe,1.2635272514688196,1.1280606393562493,1,0,0,0,0,0,0,0,0,0,0
No Holiday,298.17,0.0,0.0,1,sky is clear,2012-10-04 15:00:00,5713,15,3,10,0,-0.7071067811865471,-0.7071067811865479,-1.0,-1.8369701987210297e-16,0,0,0,1,Severe,1.3304027267573575,1.2347576993798755,1,0,0,0,0,0,0,0,0,0,0
No Holiday,298.06,0.0,0.0,20,few clouds,2012-10-04 16:00:00,6292,16,3,10,0,-0.8660254037844384,-0.5000000000000004,-1.0,-1.8369701987210297e-16,0,0,0,1,Severe,1.3217482534847225,1.52616146236893,0,1,0,0,0,0,0,0,0,0,0
No Holiday,297.67,0.0,0.0,20,few clouds,2012-10-04 17:00:00,6057,17,3,10,0,-0.9659258262890683,-0.25881904510252063,-1.0,-1.8369701987210297e-16,0,0,0,1,Severe,1.2910642118817481,1.4078887779087783,0,1,0,0,0,0,0,0,0,0,0
No Holiday,296.36,0.0,0.0,40,scattered clouds,2012-10-04 18:00:00,4907,18,3,10,0,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,0,0,0,1,High,1.1879973029076512,0.8291075560825044,0,1,0,0,0,0,0,0,0,0,0
No Holiday,293.85,0.0,0.0,40,scattered clouds,2012-10-04 19:00:00,3503,19,3,10,0,-0.9659258262890684,0.2588190451025203,-1.0,-1.8369701987210297e-16,0,0,0,0,High,0.9905179582320927,0.1224911774354709,0,1,0,0,0,0,0,0,0,0,0
No Holiday,292.43,0.0,0.0,40,scattered clouds,2012-10-04 20:00:00,3037,20,3,10,0,-0.8660254037844386,0.5000000000000001,-1.0,-1.8369701987210297e-16,0,0,0,0,Medium,0.8787965759853605,-0.11204103940891487,0,1,0,0,0,0,0,0,0,0,0
No Holiday,291.77,0.0,0.0,75,broken clouds,2012-10-04 21:00:00,2822,21,3,10,0,-0.7071067811865477,0.7071067811865474,-1.0,-1.8369701987210297e-16,0,0,0,0,Medium,0.8268697363495542,-0.22024796348947911,0,1,0,0,0,0,0,0,0,0,0
No Holiday,291.36,0.0,0.0,75,broken clouds,2012-10-04 22:00:00,1992,22,3,10,0,-0.5000000000000004,0.8660254037844384,-1.0,-1.8369701987210297e-16,0,0,0,0,Medium,0.794612154151557,-0.6379770192423551,0,1,0,0,0,0,0,0,0,0,0
No Holiday,291.12,0.0,0.0,75,broken clouds,2012-10-04 23:00:00,1166,23,3,10,0,-0.25881904510252157,0.9659258262890681,-1.0,-1.8369701987210297e-16,0,0,0,0,Low,0.7757296670112637,-1.0536929229193135,0,1,0,0,0,0,0,0,0,0,0
No Holiday,290.63,0.0,0.0,75,broken clouds,2012-10-05 00:00:00,627,0,4,10,0,0.0,1.0,-1.0,-1.8369701987210297e-16,0,0,0,0,Low,0.7371779224331657,-1.3249651651491932,0,1,0,0,0,0,0,0,0,0,0
No Holiday,290.46,0.0,0.0,40,scattered clouds,2012-10-05 01:00:00,388,1,4,10,0,0.25881904510252074,0.9659258262890683,-1.0,-1.8369701987210297e-16,0,0,0,0,Low,0.7238028273754573,-1.4452510016852624,0,1,0,0,0,0,0,0,0,0,0
No Holiday,289.26,0.0,0.0,0,sky is clear,2012-10-05 03:00:00,368,3,4,10,0,0.7071067811865475,0.7071067811865476,-1.0,-1.8369701987210297e-16,0,0,0,0,Low,0.6293903916739956,-1.4553167620648497,1,0,0,0,0,0,0,0,0,0,0
No Holiday,283.21,0.0,0.0,75,broken clouds,2012-10-05 05:00:00,2489,5,4,10,0,0.9659258262890683,0.25881904510252074,-1.0,-1.8369701987210297e-16,0,0,0,0,Medium,0.15339436167912057,-0.38784287380960886,0,1,0,0,0,0,0,0,0,0,0
No Holiday,282.24,0.0,0.0,90,overcast clouds,2012-10-05 06:00:00,5537,6,4,10,0,1.0,6.123233995736766e-17,-1.0,-1.8369701987210297e-16,0,0,0,0,Severe,0.07707764282044059,1.1461790080395067,0,1,0,0,0,0,0,0,0,0,0
No Holiday,281.69,0.0,0.0,90,overcast clouds,2012-10-05 07:00:00,6628,7,4,10,0,0.9659258262890683,-0.25881904510252063,-1.0,-1.8369701987210297e-16,0,0,0,1,Severe,0.033805276457269336,1.6952662367459979,0,1,0,0,0,0,0,0,0,0,0
No Holiday,280.57,0.0,0.0,90,overcast clouds,2012-10-05 08:00:00,5534,8,4,10,0,0.8660254037844387,-0.49999999999999983,-1.0,-1.8369701987210297e-16,0,0,0,1,Severe,-0.054312996864096144,1.1446691439825685,0,1,0,0,0,0,0,0,0,0,0
No Holiday,280.02,0.0,0.0,75,broken clouds,2012-10-05 09:00:00,5403,9,4,10,0,0.7071067811865476,-0.7071067811865475,-1.0,-1.8369701987210297e-16,0,0,0,1,Severe,-0.09758536322726741,1.0787384134962712,0,1,0,0,0,0,0,0,0,0,0
No Holiday,280.11,0.0,0.0,75,broken clouds,2012-10-05 10:00:00,4770,10,4,10,0,0.49999999999999994,-0.8660254037844387,-1.0,-1.8369701987210297e-16,0,0,0,0,High,-0.09050443054965521,0.760157097482331,0,1,0,0,0,0,0,0,0,0,0
No Holiday,280.0,0.0,0.0,90,overcast clouds,2012-10-05 11:00:00,5217,11,4,10,0,0.258819045102521,-0.9659258262890682,-1.0,-1.8369701987210297e-16,0,0,0,0,Severe,-0.09915890382229035,0.9851268419661087,0,1,0,0,0,0,0,0,0,0,0
No Holiday,280.53,0.0,0.0,90,overcast clouds,2012-10-05 12:00:00,5870,12,4,10,0,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16,0,0,0,0,Severe,-0.05746007805414651,1.3137739183596364,0,1,0,0,0,0,0,0,0,0,0
No Holiday,281.43,0.0,0.0,75,broken clouds,2012-10-05 13:00:00,5967,13,4,10,0,-0.2588190451025208,-0.9659258262890683,-1.0,-1.8369701987210297e-16,0,0,0,0,Severe,0.013349248721953146,1.362592856200635,0,1,0,0,0,0,0,0,0,0,0
No Holiday,281.78,0.0,0.0,90,overcast clouds,2012-10-05 14:00:00,6108,14,4,10,0,-0.4999999999999998,-0.8660254037844388,-1.0,-1.8369701987210297e-16,0,0,0,0,Severe,0.04088620913487706,1.4335564668767262,0,1,0,0,0,0,0,0,0,0,0
No Holiday,281.91,0.0,0.0,90,overcast clouds,2012-10-05 15:00:00,6128,15,4,10,0,-0.7071067811865471,-0.7071067811865479,-1.0,-1.8369701987210297e-16,0,0,0,1,Severe,0.05111422300253963,1.4436222272563135,0,1,0,0,0,0,0,0,0,0,0
No Holiday,281.73,0.0,0.0,90,overcast clouds,2012-10-05 16:00:00,6069,16,4,10,0,-0.8660254037844384,-0.5000000000000004,-1.0,-1.8369701987210297e-16,0,0,0,1,Severe,0.036952357647319696,1.4139282341365307,0,1,0,0,0,0,0,0,0,0,0
No Holiday,281.42,0.0,0.0,90,overcast clouds,2012-10-05 17:00:00,6169,17,4,10,0,-0.9659258262890683,-0.25881904510252063,-1.0,-1.8369701987210297e-16,0,0,0,1,Severe,0.012562478424441673,1.4642570360344676,0,1,0,0,0,0,0,0,0,0,0
No Holiday,280.87,0.0,0.0,90,overcast clouds,2012-10-05 18:00:00,5384,18,4,10,0,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,0,0,0,1,Severe,-0.030709887938729592,1.0691759411356632,0,1,0,0,0,0,0,0,0,0,0
No Holiday,280.15,0.0,0.0,90,overcast clouds,2012-10-05 19:00:00,4063,19,4,10,0,-0.9659258262890684,0.2588190451025203,-1.0,-1.8369701987210297e-16,0,0,0,0,High,-0.08735734935960932,0.4043324680639173,0,1,0,0,0,0,0,0,0,0,0
No Holiday,279.78,0.0,0.0,90,overcast clouds,2012-10-05 20:00:00,3364,20,4,10,0,-0.8660254037844386,0.5000000000000001,-1.0,-1.8369701987210297e-16,0,0,0,0,Medium,-0.11646785036756065,0.052534142797338666,0,1,0,0,0,0,0,0,0,0,0
No Holiday,279.65,0.0,0.0,75,broken clouds,2012-10-05 21:00:00,2971,21,4,10,0,-0.7071067811865477,0.7071067811865474,-1.0,-1.8369701987210297e-16,0,0,0,0,Medium,-0.12669586423521875,-0.1452580486615532,0,1,0,0,0,0,0,0,0,0,0
No Holiday,279.22,0.0,0.0,40,scattered clouds,2012-10-05 22:00:00,2450,22,4,10,0,-0.5000000000000004,0.8660254037844384,-1.0,-1.8369701987210297e-16,0,0,0,0,Medium,-0.16052698702823892,-0.40747110654980423,0,1,0,0,0,0,0,0,0,0,0
No Holiday,279.06,0.0,0.0,40,scattered clouds,2012-10-05 23:00:00,1832,23,4,10,0,-0.25881904510252157,0.9659258262890681,-1.0,-1.8369701987210297e-16,0,0,0,0,Medium,-0.1731153117884359,-0.718503102279054,0,1,0,0,0,0,0,0,0,0,0
No Holiday,278.81,0.0,0.0,90,overcast clouds,2012-10-06 00:00:00,1231,0,5,10,1,0.0,1.0,-1.0,-1.8369701987210297e-16,0,0,0,0,Medium,-0.19278456922624063,-1.0209792016856547,0,1,0,0,0,0,0,0,0,0,0
No Holiday,278.55,0.0,0.0,90,overcast clouds,2012-10-06 01:00:00,718,1,5,10,1,0.25881904510252074,0.9659258262890683,-1.0,-1.8369701987210297e-16,0,0,0,0,Low,-0.2132405969615568,-1.2791659554220707,0,1,0,0,0,0,0,0,0,0,0
No Holiday,278.59,0.0,0.0,90,overcast clouds,2012-10-06 02:00:00,545,2,5,10,1,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16,0,0,0,0,Low,-0.21009351577151092,-1.3662347827055015,0,1,0,0,0,0,0,0,0,0,0
No Holiday,276.99,0.0,0.0,75,broken clouds,2012-10-06 04:00:00,411,4,5,10,1,0.8660254037844386,0.5000000000000001,-1.0,-1.8369701987210297e-16,0,0,0,0,Low,-0.3359767633734584,-1.433675377248737,0,1,0,0,0,0,0,0,0,0,0
No Holiday,276.35,0.0,0.0,20,few clouds,2012-10-06 05:00:00,688,5,5,10,1,0.9659258262890683,0.25881904510252074,-1.0,-1.8369701987210297e-16,0,0,0,0,Low,-0.3863300624142374,-1.2942645959914518,0,1,0,0,0,0,0,0,0,0,0
No Holiday,275.4,0.0,0.0,1,sky is clear,2012-10-06 06:00:00,1352,6,5,10,1,1.0,6.123233995736766e-17,-1.0,-1.8369701987210297e-16,0,0,0,0,Medium,-0.4610732406778989,-0.960081351389151,1,0,0,0,0,0,0,0,0,0,0
No Holiday,275.17,0.0,0.0,1,sky is clear,2012-10-06 07:00:00,2072,7,5,10,1,0.9659258262890683,-0.25881904510252063,-1.0,-1.8369701987210297e-16,0,0,0,1,Medium,-0.4791689575206762,-0.5977139777240056,1,0,0,0,0,0,0,0,0,0,0
No Holiday,274.99,0.0,0.0,1,sky is clear,2012-10-06 08:00:00,3342,8,5,10,1,0.8660254037844387,-0.49999999999999983,-1.0,-1.8369701987210297e-16,0,0,0,1,Medium,-0.49333082287589614,0.041461806379792555,1,0,0,0,0,0,0,0,0,0,0
No Holiday,275.09,0.0,0.0,40,scattered clouds,2012-10-06 09:00:00,4258,9,5,10,1,0.7071067811865476,-0.7071067811865475,-1.0,-1.8369701987210297e-16,0,0,0,1,High,-0.4854631199007769,0.5024736317648942,0,1,0,0,0,0,0,0,0,0,0
No Holiday,276.88,0.0,0.0,20,few clouds,2012-10-06 10:00:00,4861,10,5,10,1,0.49999999999999994,-0.8660254037844387,-1.0,-1.8369701987210297e-16,0,0,0,0,High,-0.3446312366460936,0.8059563072094534,0,1,0,0,0,0,0,0,0,0,0
No Holiday,278.04,0.0,0.0,20,few clouds,2012-10-06 11:00:00,5191,11,5,10,1,0.258819045102521,-0.9659258262890682,-1.0,-1.8369701987210297e-16,0,0,0,0,Severe,-0.2533658821346777,0.9720413534726451,0,1,0,0,0,0,0,0,0,0,0
No Holiday,279.08,0.0,0.0,40,scattered clouds,2012-10-06 12:00:00,5669,12,5,10,1,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16,0,0,0,0,Severe,-0.17154177119341296,1.2126130265447834,0,1,0,0,0,0,0,0,0,0,0
No Holiday,280.12,0.0,0.0,75,broken clouds,2012-10-06 13:00:00,5074,13,5,10,1,-0.2588190451025208,-0.9659258262890683,-1.0,-1.8369701987210297e-16,0,0,0,0,Severe,-0.08971766025214374,0.913156655252059,0,1,0,0,0,0,0,0,0,0,0
No Holiday,280.25,0.0,0.0,75,broken clouds,2012-10-06 14:00:00,5025,14,5,10,1,-0.4999999999999998,-0.8660254037844388,-1.0,-1.8369701987210297e-16,0,0,0,0,Severe,-0.07948964638448565,0.88849554232207,0,1,0,0,0,0,0,0,0,0,0
No Holiday,280.0,0.0,0.0,75,broken clouds,2012-10-06 15:00:00,5153,15,5,10,1,-0.7071067811865471,-0.7071067811865479,-1.0,-1.8369701987210297e-16,0,0,0,1,Severe,-0.09915890382229035,0.9529164087514291,0,1,0,0,0,0,0,0,0,0,0
No Holiday,279.06,0.0,0.0,90,overcast clouds,2012-10-06 16:00:00,5024,16,5,10,1,-0.8660254037844384,-0.5000000000000004,-1.0,-1.8369701987210297e-16,0,0,0,1,Severe,-0.1731153117884359,0.8879922543030906,0,1,0,0,0,0,0,0,0,0,0
