date_time,traffic_volume,cluster,cluster_name
2012-10-05 07:00:00,6628,1,High-demand normal-weather traffic
2012-10-05 08:00:00,5534,1,High-demand normal-weather traffic
2012-10-05 09:00:00,5403,1,High-demand normal-weather traffic
2012-10-05 10:00:00,4770,1,High-demand normal-weather traffic
2012-10-05 11:00:00,5217,1,High-demand normal-weather traffic
2012-10-05 12:00:00,5870,1,High-demand normal-weather traffic
2012-10-05 13:00:00,5967,1,High-demand normal-weather traffic
2012-10-05 14:00:00,6108,1,High-demand normal-weather traffic
2012-10-05 15:00:00,6128,1,High-demand normal-weather traffic
2012-10-05 16:00:00,6069,1,High-demand normal-weather traffic
2012-10-05 17:00:00,6169,1,High-demand normal-weather traffic
2012-10-05 18:00:00,5384,1,High-demand normal-weather traffic
2012-10-05 19:00:00,4063,1,High-demand normal-weather traffic
2012-10-05 20:00:00,3364,0,Low-demand normal-weather traffic
2012-10-05 21:00:00,2971,0,Low-demand normal-weather traffic
2012-10-05 22:00:00,2450,0,Low-demand normal-weather traffic
2012-10-05 23:00:00,1832,0,Low-demand normal-weather traffic
2012-10-06 00:00:00,1231,0,Low-demand normal-weather traffic
2012-10-06 01:00:00,718,0,Low-demand normal-weather traffic
2012-10-06 02:00:00,545,0,Low-demand normal-weather traffic
2012-10-06 04:00:00,411,0,Low-demand normal-weather traffic
2012-10-06 05:00:00,688,0,Low-demand normal-weather traffic
2012-10-06 06:00:00,1352,0,Low-demand normal-weather traffic
2012-10-06 07:00:00,2072,0,Low-demand normal-weather traffic
2012-10-06 08:00:00,3342,1,High-demand normal-weather traffic
2012-10-06 09:00:00,4258,1,High-demand normal-weather traffic
2012-10-06 10:00:00,4861,1,High-demand normal-weather traffic
2012-10-06 11:00:00,5191,1,High-demand normal-weather traffic
2012-10-06 12:00:00,5669,1,High-demand normal-weather traffic
2012-10-06 13:00:00,5074,1,High-demand normal-weather traffic
2012-10-06 14:00:00,5025,1,High-demand normal-weather traffic
2012-10-06 15:00:00,5153,1,High-demand normal-weather traffic
2012-10-06 16:00:00,5024,1,High-demand normal-weather traffic
2012-10-06 17:00:00,4779,1,High-demand normal-weather traffic
2012-10-06 18:00:00,4362,1,High-demand normal-weather traffic
2012-10-06 19:00:00,3860,1,High-demand normal-weather traffic
2012-10-06 20:00:00,3160,0,Low-demand normal-weather traffic
2012-10-06 21:00:00,2992,0,Low-demand normal-weather traffic
2012-10-06 22:00:00,3202,0,Low-demand normal-weather traffic
2012-10-06 23:00:00,1941,0,Low-demand normal-weather traffic
2012-10-07 00:00:00,1233,0,Low-demand normal-weather traffic
2012-10-07 03:00:00,323,0,Low-demand normal-weather traffic
2012-10-07 04:00:00,312,0,Low-demand normal-weather traffic
2012-10-07 05:00:00,627,0,Low-demand normal-weather traffic
2012-10-07 06:00:00,1508,0,Low-demand normal-weather traffic
2012-10-07 07:00:00,1539,0,Low-demand normal-weather traffic
2012-10-07 08:00:00,2232,1,High-demand normal-weather traffic
2012-10-07 09:00:00,4568,1,High-demand normal-weather traffic
2012-10-07 10:00:00,4624,1,High-demand normal-weather traffic
2012-10-07 11:00:00,4529,1,High-demand normal-weather traffic
2012-10-07 12:00:00,5139,1,High-demand normal-weather traffic
2012-10-07 13:00:00,6640,1,High-demand normal-weather traffic
2012-10-07 14:00:00,6589,1,High-demand normal-weather traffic
2012-10-07 15:00:00,4429,1,High-demand normal-weather traffic
2012-10-07 16:00:00,4329,1,High-demand normal-weather traffic
2012-10-07 17:00:00,3833,1,High-demand normal-weather traffic
2012-10-07 18:00:00,4015,1,High-demand normal-weather traffic
2012-10-07 19:00:00,3382,1,High-demand normal-weather traffic
2012-10-07 20:00:00,2815,0,Low-demand normal-weather traffic
2012-10-07 21:00:00,2110,0,Low-demand normal-weather traffic
2012-10-07 22:00:00,1555,0,Low-demand normal-weather traffic
2012-10-07 23:00:00,959,0,Low-demand normal-weather traffic
2012-10-08 00:00:00,455,0,Low-demand normal-weather traffic
2012-10-08 01:00:00,336,0,Low-demand normal-weather traffic
2012-10-08 02:00:00,265,0,Low-demand normal-weather traffic
2012-10-08 03:00:00,314,0,Low-demand normal-weather traffic
2012-10-08 04:00:00,779,0,Low-demand normal-weather traffic
2012-10-08 05:00:00,2571,0,Low-demand normal-weather traffic
2012-10-08 06:00:00,5563,1,High-demand normal-weather traffic
2012-10-08 07:00:00,6676,1,High-demand normal-weather traffic
2012-10-08 08:00:00,5966,1,High-demand normal-weather traffic
2012-10-08 09:00:00,4832,1,High-demand normal-weather traffic
2012-10-08 10:00:00,4395,1,High-demand normal-weather traffic
2012-10-08 11:00:00,4411,1,High-demand normal-weather traffic
2012-10-08 12:00:00,4648,1,High-demand normal-weather traffic
2012-10-08 13:00:00,4602,1,High-demand normal-weather traffic
2012-10-08 14:00:00,5125,1,High-demand normal-weather traffic
2012-10-08 15:00:00,5502,1,High-demand normal-weather traffic
2012-10-08 16:00:00,5979,1,High-demand normal-weather traffic
2012-10-08 17:00:00,5663,1,High-demand normal-weather traffic
2012-10-08 18:00:00,4259,1,High-demand normal-weather traffic
2012-10-08 19:00:00,3069,0,Low-demand normal-weather traffic
2012-10-08 20:00:00,2378,0,Low-demand normal-weather traffic
2012-10-08 21:00:00,2030,0,Low-demand normal-weather traffic
2012-10-08 22:00:00,1400,0,Low-demand normal-weather traffic
2012-10-08 23:00:00,917,0,Low-demand normal-weather traffic
2012-10-09 00:00:00,515,0,Low-demand normal-weather traffic
2012-10-09 01:00:00,302,0,Low-demand normal-weather traffic
2012-10-09 02:00:00,251,0,Low-demand normal-weather traffic
2012-10-09 04:00:00,798,0,Low-demand normal-weather traffic
2012-10-09 05:00:00,2678,0,Low-demand normal-weather traffic
2012-10-09 06:00:00,5733,1,High-demand normal-weather traffic
2012-10-09 07:00:00,6449,1,High-demand normal-weather traffic
2012-10-09 08:00:00,5765,1,High-demand normal-weather traffic
2012-10-09 09:00:00,5599,1,High-demand normal-weather traffic
2012-10-09 10:00:00,4534,1,High-demand normal-weather traffic
2012-10-09 11:00:00,4691,1,High-demand normal-weather traffic
2012-10-09 12:00:00,5067,1,High-demand normal-weather traffic
2012-10-09 13:00:00,5030,1,High-demand normal-weather traffic
2012-10-09 14:00:00,5300,1,High-demand normal-weather traffic
2012-10-09 15:00:00,5777,1,High-demand normal-weather traffic
2012-10-09 16:00:00,6349,1,High-demand normal-weather traffic
2012-10-09 17:00:00,6127,1,High-demand normal-weather traffic
2012-10-09 18:00:00,4460,1,High-demand normal-weather traffic
2012-10-09 19:00:00,3418,1,High-demand normal-weather traffic
2012-10-09 20:00:00,2775,0,Low-demand normal-weather traffic
2012-10-09 21:00:00,2306,0,Low-demand normal-weather traffic
2012-10-09 22:00:00,1846,0,Low-demand normal-weather traffic
2012-10-09 23:00:00,947,0,Low-demand normal-weather traffic
2012-10-10 00:00:00,494,0,Low-demand normal-weather traffic
2012-10-10 01:00:00,332,0,Low-demand normal-weather traffic
2012-10-10 02:00:00,261,0,Low-demand normal-weather traffic
2012-10-10 03:00:00,361,0,Low-demand normal-weather traffic
2012-10-10 06:00:00,5875,1,High-demand normal-weather traffic
2012-10-10 07:00:00,6793,1,High-demand normal-weather traffic
2012-10-10 07:00:00,6793,1,High-demand normal-weather traffic
2012-10-10 08:00:00,6283,1,High-demand normal-weather traffic
2012-10-10 08:00:00,6283,1,High-demand normal-weather traffic
2012-10-10 09:00:00,5680,1,High-demand normal-weather traffic
2012-10-10 09:00:00,5680,1,High-demand normal-weather traffic
2012-10-10 10:00:00,4632,1,High-demand normal-weather traffic
2012-10-10 11:00:00,4887,1,High-demand normal-weather traffic
2012-10-10 12:00:00,5030,1,High-demand normal-weather traffic
2012-10-10 13:00:00,5067,1,High-demand normal-weather traffic
2012-10-10 14:00:00,5227,1,High-demand normal-weather traffic
2012-10-10 15:00:00,5610,1,High-demand normal-weather traffic
2012-10-10 16:00:00,6286,1,High-demand normal-weather traffic
2012-10-10 18:00:00,4775,1,High-demand normal-weather traffic
2012-10-10 19:00:00,3340,1,High-demand normal-weather traffic
2012-10-10 20:00:00,3013,0,Low-demand normal-weather traffic
2012-10-10 21:00:00,2603,0,Low-demand normal-weather traffic
2012-10-10 22:00:00,1910,0,Low-demand normal-weather traffic
2012-10-10 23:00:00,1037,0,Low-demand normal-weather traffic
2012-10-11 01:00:00,347,0,Low-demand normal-weather traffic
2012-10-11 03:00:00,350,0,Low-demand normal-weather traffic
2012-10-11 04:00:00,850,0,Low-demand normal-weather traffic
2012-10-11 05:00:00,2791,0,Low-demand normal-weather traffic
2012-10-11 06:00:00,5809,1,High-demand normal-weather traffic
2012-10-11 07:00:00,6798,1,High-demand normal-weather traffic
2012-10-11 08:00:00,6304,1,High-demand normal-weather traffic
2012-10-11 09:00:00,5291,1,High-demand normal-weather traffic
2012-10-11 10:00:00,4638,1,High-demand normal-weather traffic
2012-10-11 14:00:00,5557,1,High-demand normal-weather traffic
2012-10-11 15:00:00,5818,1,High-demand normal-weather traffic
2012-10-11 16:00:00,6272,1,High-demand normal-weather traffic
2012-10-11 17:00:00,5944,1,High-demand normal-weather traffic
2012-10-11 18:00:00,4949,1,High-demand normal-weather traffic
2012-10-11 19:00:00,3511,1,High-demand normal-weather traffic
2012-10-11 20:00:00,3039,0,Low-demand normal-weather traffic
2012-10-11 21:00:00,2679,0,Low-demand normal-weather traffic
2012-10-11 22:00:00,2094,0,Low-demand normal-weather traffic
2012-10-11 23:00:00,1284,0,Low-demand normal-weather traffic
2012-10-12 00:00:00,630,0,Low-demand normal-weather traffic
2012-10-12 01:00:00,410,0,Low-demand normal-weather traffic
2012-10-12 02:00:00,331,0,Low-demand normal-weather traffic
2012-10-12 03:00:00,372,0,Low-demand normal-weather traffic
2012-10-12 04:00:00,739,0,Low-demand normal-weather traffic
2012-10-12 05:00:00,2561,0,Low-demand normal-weather traffic
2012-10-12 06:00:00,5586,1,High-demand normal-weather traffic
2012-10-12 07:00:00,6992,1,High-demand normal-weather traffic
2012-10-12 08:00:00,5860,1,High-demand normal-weather traffic
2012-10-12 09:00:00,5230,1,High-demand normal-weather traffic
2012-10-12 10:00:00,4864,1,High-demand normal-weather traffic
2012-10-12 11:00:00,5146,1,High-demand normal-weather traffic
2012-10-12 12:00:00,5526,1,High-demand normal-weather traffic
2012-10-12 13:00:00,5383,1,High-demand normal-weather traffic
2012-10-12 14:00:00,5758,1,High-demand normal-weather traffic
2012-10-12 15:00:00,5889,1,High-demand normal-weather traffic
2012-10-12 16:00:00,6057,1,High-demand normal-weather traffic
2012-10-12 17:00:00,6028,1,High-demand normal-weather traffic
2012-10-12 18:00:00,5257,1,High-demand normal-weather traffic
2012-10-12 23:00:00,1897,0,Low-demand normal-weather traffic
2012-10-13 00:00:00,1335,0,Low-demand normal-weather traffic
2012-10-13 01:00:00,769,0,Low-demand normal-weather traffic
2012-10-13 02:00:00,570,0,Low-demand normal-weather traffic
2012-10-13 03:00:00,413,0,Low-demand normal-weather traffic
2012-10-13 04:00:00,399,0,Low-demand normal-weather traffic
2012-10-13 05:00:00,740,0,Low-demand normal-weather traffic
2012-10-13 06:00:00,1420,0,Low-demand normal-weather traffic
2012-10-13 07:00:00,2220,0,Low-demand normal-weather traffic
2012-10-13 08:00:00,3479,1,High-demand normal-weather traffic
2012-10-13 09:00:00,4546,1,High-demand normal-weather traffic
2012-10-13 10:00:00,4579,1,High-demand normal-weather traffic
2012-10-13 11:00:00,4438,1,High-demand normal-weather traffic
2012-10-13 12:00:00,4623,1,High-demand normal-weather traffic
2012-10-13 13:00:00,4440,1,High-demand normal-weather traffic
2012-10-13 14:00:00,4495,1,High-demand normal-weather traffic
2012-10-13 15:00:00,4483,1,High-demand normal-weather traffic
2012-10-13 16:00:00,4591,1,High-demand normal-weather traffic
2012-10-13 17:00:00,4477,1,High-demand normal-weather traffic
2012-10-13 18:00:00,4221,1,High-demand normal-weather traffic
2012-10-13 19:00:00,3672,1,High-demand normal-weather traffic
2012-10-13 20:00:00,3015,0,Low-demand normal-weather traffic
2012-10-13 21:00:00,2769,0,Low-demand normal-weather traffic
2012-10-13 22:00:00,2875,0,Low-demand normal-weather traffic
2012-10-13 23:00:00,1931,0,Low-demand normal-weather traffic
2012-10-14 00:00:00,1309,0,Low-demand normal-weather traffic
2012-10-14 01:00:00,870,0,Low-demand normal-weather traffic
2012-10-14 02:00:00,654,0,Low-demand normal-weather traffic
2012-10-14 03:00:00,364,0,Low-demand normal-weather traffic
2012-10-14 04:00:00,262,0,Low-demand normal-weather traffic
2012-10-14 05:00:00,505,0,Low-demand normal-weather traffic
2012-10-14 06:00:00,861,0,Low-demand normal-weather traffic
2012-10-14 07:00:00,1132,0,Low-demand normal-weather traffic
2012-10-14 08:00:00,1797,2,Adverse-weather moderate-demand traffic
2012-10-14 09:00:00,2685,1,High-demand normal-weather traffic
2012-10-14 09:00:00,2685,2,Adverse-weather moderate-demand traffic
2012-10-14 09:00:00,2685,2,Adverse-weather moderate-demand traffic
2012-10-14 10:00:00,3370,1,High-demand normal-weather traffic
2012-10-14 10:00:00,3370,2,Adverse-weather moderate-demand traffic
2012-10-14 11:00:00,3662,1,High-demand normal-weather traffic
2012-10-14 11:00:00,3662,2,Adverse-weather moderate-demand traffic
2012-10-14 12:00:00,4076,2,Adverse-weather moderate-demand traffic
2012-10-14 12:00:00,4076,1,High-demand normal-weather traffic
2012-10-14 12:00:00,4076,1,High-demand normal-weather traffic
2012-10-14 13:00:00,4128,1,High-demand normal-weather traffic
2012-10-14 13:00:00,4128,2,Adverse-weather moderate-demand traffic
2012-10-14 13:00:00,4128,1,High-demand normal-weather traffic
2012-10-14 14:00:00,4358,2,Adverse-weather moderate-demand traffic
2012-10-14 14:00:00,4358,1,High-demand normal-weather traffic
2012-10-14 14:00:00,4358,1,High-demand normal-weather traffic
2012-10-14 15:00:00,4342,2,Adverse-weather moderate-demand traffic
2012-10-14 15:00:00,4342,1,High-demand normal-weather traffic
2012-10-14 16:00:00,4234,2,Adverse-weather moderate-demand traffic
2012-10-14 17:00:00,4271,1,High-demand normal-weather traffic
2012-10-14 17:00:00,4271,2,Adverse-weather moderate-demand traffic
2012-10-14 18:00:00,4080,2,Adverse-weather moderate-demand traffic
2012-10-14 19:00:00,3453,2,Adverse-weather moderate-demand traffic
2012-10-14 20:00:00,2718,2,Adverse-weather moderate-demand traffic
2012-10-14 21:00:00,2439,2,Adverse-weather moderate-demand traffic
2012-10-14 22:00:00,1819,2,Adverse-weather moderate-demand traffic
2012-10-14 23:00:00,1002,2,Adverse-weather moderate-demand traffic
2012-10-14 23:00:00,1002,2,Adverse-weather moderate-demand traffic
2012-10-15 00:00:00,542,2,Adverse-weather moderate-demand traffic
2012-10-15 00:00:00,542,2,Adverse-weather moderate-demand traffic
2012-10-15 01:00:00,303,2,Adverse-weather moderate-demand traffic
2012-10-15 02:00:00,239,2,Adverse-weather moderate-demand traffic
2012-10-15 03:00:00,335,2,Adverse-weather moderate-demand traffic
2012-10-15 03:00:00,335,2,Adverse-weather moderate-demand traffic
2012-10-15 04:00:00,810,2,Adverse-weather moderate-demand traffic
2012-10-15 04:00:00,810,2,Adverse-weather moderate-demand traffic
2012-10-15 05:00:00,2606,2,Adverse-weather moderate-demand traffic
2012-10-15 05:00:00,2606,2,Adverse-weather moderate-demand traffic
2012-10-15 06:00:00,5714,2,Adverse-weather moderate-demand traffic
2012-10-15 07:00:00,6798,2,Adverse-weather moderate-demand traffic
2012-10-15 08:00:00,6114,2,Adverse-weather moderate-demand traffic
2012-10-15 09:00:00,5094,2,Adverse-weather moderate-demand traffic
2012-10-15 10:00:00,4473,2,Adverse-weather moderate-demand traffic
2012-10-15 11:00:00,4529,1,High-demand normal-weather traffic
2012-10-15 12:00:00,4823,1,High-demand normal-weather traffic
2012-10-15 13:00:00,4872,1,High-demand normal-weather traffic
2012-10-15 14:00:00,5238,1,High-demand normal-weather traffic
2012-10-15 15:00:00,5584,1,High-demand normal-weather traffic
2012-10-15 16:00:00,6246,1,High-demand normal-weather traffic
2012-10-15 17:00:00,5957,1,High-demand normal-weather traffic
2012-10-15 18:00:00,4535,1,High-demand normal-weather traffic
2012-10-15 19:00:00,3234,1,High-demand normal-weather traffic
2012-10-15 20:00:00,2677,0,Low-demand normal-weather traffic
2012-10-15 21:00:00,2077,0,Low-demand normal-weather traffic
2012-10-15 22:00:00,1380,0,Low-demand normal-weather traffic
2012-10-15 23:00:00,927,0,Low-demand normal-weather traffic
2012-10-16 00:00:00,500,0,Low-demand normal-weather traffic
2012-10-16 01:00:00,324,0,Low-demand normal-weather traffic
2012-10-16 02:00:00,257,0,Low-demand normal-weather traffic
2012-10-16 03:00:00,354,0,Low-demand normal-weather traffic
2012-10-16 04:00:00,769,0,Low-demand normal-weather traffic
2012-10-16 05:00:00,2769,0,Low-demand normal-weather traffic
2012-10-16 06:00:00,5789,1,High-demand normal-weather traffic
2012-10-16 07:00:00,7055,1,High-demand normal-weather traffic
2012-10-16 08:00:00,6408,1,High-demand normal-weather traffic
2012-10-16 09:00:00,5254,1,High-demand normal-weather traffic
2012-10-16 10:00:00,4547,1,High-demand normal-weather traffic
2012-10-16 11:00:00,4784,1,High-demand normal-weather traffic
2012-10-16 12:00:00,5015,1,High-demand normal-weather traffic
2012-10-16 13:00:00,5057,1,High-demand normal-weather traffic
2012-10-16 14:00:00,5430,1,High-demand normal-weather traffic
2012-10-16 15:00:00,5813,1,High-demand normal-weather traffic
2012-10-16 16:00:00,6496,1,High-demand normal-weather traffic
2012-10-16 17:00:00,6429,1,High-demand normal-weather traffic
2012-10-16 18:00:00,5142,1,High-demand normal-weather traffic
2012-10-16 19:00:00,3311,1,High-demand normal-weather traffic
2012-10-16 20:00:00,2777,0,Low-demand normal-weather traffic
2012-10-16 21:00:00,2331,0,Low-demand normal-weather traffic
2012-10-16 22:00:00,1767,0,Low-demand normal-weather traffic
2012-10-16 23:00:00,1093,0,Low-demand normal-weather traffic
2012-10-17 00:00:00,554,0,Low-demand normal-weather traffic
2012-10-17 01:00:00,333,0,Low-demand normal-weather traffic
2012-10-17 02:00:00,267,0,Low-demand normal-weather traffic
2012-10-17 03:00:00,358,0,Low-demand normal-weather traffic
2012-10-17 04:00:00,777,0,Low-demand normal-weather traffic
2012-10-17 05:00:00,2732,0,Low-demand normal-weather traffic
2012-10-17 06:00:00,5637,1,High-demand normal-weather traffic
2012-10-17 07:00:00,5564,1,High-demand normal-weather traffic
2012-10-17 08:00:00,6274,1,High-demand normal-weather traffic
2012-10-17 09:00:00,5403,1,High-demand normal-weather traffic
2012-10-17 09:00:00,5403,1,High-demand normal-weather traffic
2012-10-17 10:00:00,4680,1,High-demand normal-weather traffic
2012-10-17 11:00:00,4642,1,High-demand normal-weather traffic
2012-10-17 12:00:00,4979,1,High-demand normal-weather traffic
2012-10-17 13:00:00,4851,1,High-demand normal-weather traffic
2012-10-17 14:00:00,4291,1,High-demand normal-weather traffic
2012-10-17 15:00:00,4714,1,High-demand normal-weather traffic
2012-10-17 16:00:00,6723,1,High-demand normal-weather traffic
2012-10-17 17:00:00,6180,1,High-demand normal-weather traffic
2012-10-17 18:00:00,4843,1,High-demand normal-weather traffic
2012-10-17 19:00:00,3435,1,High-demand normal-weather traffic
2012-10-17 20:00:00,2921,0,Low-demand normal-weather traffic
2012-10-17 21:00:00,2763,0,Low-demand normal-weather traffic
2012-10-17 22:00:00,1930,0,Low-demand normal-weather traffic
2012-10-17 23:00:00,1160,0,Low-demand normal-weather traffic
2012-10-18 00:00:00,654,0,Low-demand normal-weather traffic
2012-10-18 01:00:00,374,0,Low-demand normal-weather traffic
2012-10-18 02:00:00,301,2,Adverse-weather moderate-demand traffic
2012-10-18 03:00:00,397,2,Adverse-weather moderate-demand traffic
2012-10-18 04:00:00,794,0,Low-demand normal-weather traffic
2012-10-18 05:00:00,2564,2,Adverse-weather moderate-demand traffic
2012-10-18 06:00:00,5358,1,High-demand normal-weather traffic
2012-10-18 07:00:00,6441,1,High-demand normal-weather traffic
2012-10-18 08:00:00,5536,1,High-demand normal-weather traffic
2012-10-18 09:00:00,5256,1,High-demand normal-weather traffic
2012-10-18 10:00:00,4619,1,High-demand normal-weather traffic
2012-10-18 11:00:00,5107,1,High-demand normal-weather traffic
2012-10-18 12:00:00,5147,1,High-demand normal-weather traffic
2012-10-18 13:00:00,5283,1,High-demand normal-weather traffic
2012-10-18 14:00:00,5704,1,High-demand normal-weather traffic
2012-10-18 15:00:00,5887,1,High-demand normal-weather traffic
2012-10-18 16:00:00,6307,1,High-demand normal-weather traffic
2012-10-18 17:00:00,5953,1,High-demand normal-weather traffic
2012-10-18 18:00:00,4519,1,High-demand normal-weather traffic
2012-10-18 19:00:00,3427,1,High-demand normal-weather traffic
2012-10-18 20:00:00,2921,0,Low-demand normal-weather traffic
2012-10-18 21:00:00,2649,0,Low-demand normal-weather traffic
2012-10-18 22:00:00,2005,0,Low-demand normal-weather traffic
2012-10-18 23:00:00,1177,0,Low-demand normal-weather traffic
2012-10-19 00:00:00,699,0,Low-demand normal-weather traffic
2012-10-19 01:00:00,436,2,Adverse-weather moderate-demand traffic
2012-10-19 02:00:00,353,0,Low-demand normal-weather traffic
2012-10-19 02:00:00,353,2,Adverse-weather moderate-demand traffic
2012-10-19 03:00:00,399,2,Adverse-weather moderate-demand traffic
2012-10-19 04:00:00,720,0,Low-demand normal-weather traffic
2012-10-19 04:00:00,720,2,Adverse-weather moderate-demand traffic
2012-10-19 04:00:00,720,0,Low-demand normal-weather traffic
2012-10-19 04:00:00,720,0,Low-demand normal-weather traffic
2012-10-19 05:00:00,2370,2,Adverse-weather moderate-demand traffic
2012-10-19 05:00:00,2370,0,Low-demand normal-weather traffic
2012-10-19 06:00:00,5162,1,High-demand normal-weather traffic
2012-10-19 06:00:00,5162,2,Adverse-weather moderate-demand traffic
2012-10-19 06:00:00,5162,1,High-demand normal-weather traffic
2012-10-19 07:00:00,5777,2,Adverse-weather moderate-demand traffic
2012-10-19 07:00:00,5777,1,High-demand normal-weather traffic
2012-10-19 08:00:00,5235,1,High-demand normal-weather traffic
2012-10-19 08:00:00,5235,2,Adverse-weather moderate-demand traffic
2012-10-19 08:00:00,5235,1,High-demand normal-weather traffic
2012-10-19 09:00:00,4606,1,High-demand normal-weather traffic
2012-10-19 09:00:00,4606,2,Adverse-weather moderate-demand traffic
2012-10-19 10:00:00,4328,2,Adverse-weather moderate-demand traffic
2012-10-19 11:00:00,4282,1,High-demand normal-weather traffic
2012-10-19 12:00:00,4489,1,High-demand normal-weather traffic
2012-10-19 13:00:00,4908,1,High-demand normal-weather traffic
2012-10-19 14:00:00,5620,2,Adverse-weather moderate-demand traffic
2012-10-19 15:00:00,5849,2,Adverse-weather moderate-demand traffic
2012-10-19 15:00:00,5849,1,High-demand normal-weather traffic
2012-10-19 16:00:00,4945,1,High-demand normal-weather traffic
2012-10-19 17:00:00,4619,1,High-demand normal-weather traffic
2012-10-19 18:00:00,4479,1,High-demand normal-weather traffic
2012-10-19 19:00:00,3804,1,High-demand normal-weather traffic
2012-10-19 20:00:00,2908,0,Low-demand normal-weather traffic
2012-10-19 21:00:00,2942,2,Adverse-weather moderate-demand traffic
2012-10-19 22:00:00,3077,0,Low-demand normal-weather traffic
2012-10-19 22:00:00,3077,0,Low-demand normal-weather traffic
2012-10-19 23:00:00,2051,2,Adverse-weather moderate-demand traffic
2012-10-19 23:00:00,2051,0,Low-demand normal-weather traffic
2012-10-19 23:00:00,2051,0,Low-demand normal-weather traffic
2012-10-20 00:00:00,1270,0,Low-demand normal-weather traffic
2012-10-20 00:00:00,1270,0,Low-demand normal-weather traffic
2012-10-20 01:00:00,773,0,Low-demand normal-weather traffic
2012-10-20 01:00:00,773,0,Low-demand normal-weather traffic
